docID,label,word_0,word_0.distBG,word_0.distCS,word_0.distEND,word_0.hasADJ,word_0.hasCapital,word_0.hasFood,word_0.hasFoodAdj,word_0.hasNN,word_0.length,word_l1,word_l1.hasCapital,word_l1.isADJ,word_l1.isDT,word_l1.isFood,word_l1.isFoodAdj,word_l1.isMeal,word_l1.isNN,word_l1.isNum,word_l1.isPRCJ,word_l1.isPRN,word_l1.isVB,word_l1.postag,word_l2,word_l2.hasCapital,word_l2.isADJ,word_l2.isDT,word_l2.isFood,word_l2.isFoodAdj,word_l2.isMeal,word_l2.isNN,word_l2.isNum,word_l2.isPRCJ,word_l2.isPRN,word_l2.isVB,word_l2.postag,word_r1,word_r1.hasCapital,word_r1.isADJ,word_r1.isDT,word_r1.isFood,word_r1.isFoodAdj,word_r1.isMeal,word_r1.isNN,word_r1.isNum,word_r1.isPRCJ,word_r1.isPRN,word_r1.isVB,word_r1.postag,word_r2,word_r2.hasCapital,word_r2.isADJ,word_r2.isDT,word_r2.isFood,word_r2.isFoodAdj,word_r2.isMeal,word_r2.isNN,word_r2.isNum,word_r2.isPRCJ,word_r2.isPRN,word_r2.isVB,word_r2.postag
1,False,getaway,7,1,16,False,False,False,False,True,1,quick,False,True,False,False,False,False,False,False,False,False,False,JJ,a,False,False,True,False,False,False,False,False,False,False,False,DT,",",True,False,False,False,False,False,False,False,False,False,False,",",3,True,False,False,False,False,False,False,True,False,False,False,CD
1,False,s,16,8,7,False,False,False,False,True,1,hotel,False,False,False,False,False,False,True,False,False,False,False,NN,our,False,False,False,False,False,False,False,False,False,True,False,PRP$,food,False,False,False,False,False,False,True,False,False,False,False,NN,outlets,False,False,False,False,False,False,True,False,False,False,False,NNS
1,False,quick getaway,6,2,17,True,False,False,False,True,2,a,False,False,True,False,False,False,False,False,False,False,False,DT,for,False,False,False,False,False,False,False,False,True,False,False,IN,",",True,False,False,False,False,False,False,False,False,False,False,",",3,True,False,False,False,False,False,False,True,False,False,False,CD
1,True,breakfast,11,9,20,False,False,False,False,True,1,for,False,False,False,False,False,False,False,False,True,False,False,IN,option,False,False,False,False,False,False,True,False,False,False,False,NN,(,True,False,False,False,False,False,False,False,False,False,False,(,a,False,False,True,False,False,False,False,False,False,False,False,DT
1,True,buffet,14,6,17,False,False,False,False,True,1,a,False,False,True,False,False,False,False,False,False,False,False,DT,(,True,False,False,False,False,False,False,False,False,False,False,(,in,False,False,False,False,False,False,False,False,True,False,False,IN,the,False,False,True,False,False,False,False,False,False,False,False,DT
1,False,venture,24,4,7,False,False,False,False,True,1,to,False,False,False,False,False,False,False,False,False,False,False,TO,decided,False,True,False,False,False,False,False,False,False,False,False,VBD,out,False,False,False,False,False,False,False,False,False,False,False,RP,to,False,False,False,False,False,False,False,False,False,False,False,TO
1,True,breakfast,30,10,1,False,False,False,False,True,1,local,False,True,False,False,False,False,False,False,False,False,False,JJ,a,False,False,True,False,False,False,False,False,False,False,False,DT,spot,False,False,False,False,False,False,True,False,False,False,False,NN,,,,,,,,,,,,,
1,False,destination,3,14,10,False,False,False,False,True,1,our,False,False,False,False,False,False,False,False,False,True,False,PRP$,circled,False,True,False,False,False,False,False,False,False,False,False,VBD,3,True,False,False,False,False,False,False,True,False,False,False,CD,times,False,False,False,False,False,False,True,False,False,False,False,NNS
1,False,funky,2,12,9,False,False,False,False,True,1,small,False,True,False,False,False,False,False,False,False,False,False,JJ,this,True,False,True,False,False,False,False,False,False,False,False,DT,restaurant,False,False,False,False,False,False,True,False,False,False,False,NN,was,False,False,False,False,False,False,False,False,False,False,True,VB
1,True,coffee,1,9,7,False,False,False,False,True,1,a,True,False,True,False,False,False,False,False,False,False,False,DT,,,,,,,,,,,,,,tea,False,False,False,False,False,False,True,False,False,False,False,NN,water,False,False,False,False,False,False,True,False,False,False,False,NN
1,True,tea,2,9,6,False,False,False,False,True,1,coffee,False,False,False,False,False,False,True,False,False,False,False,NN,a,True,False,True,False,False,False,False,False,False,False,False,DT,water,False,False,False,False,False,False,True,False,False,False,False,NN,station,False,False,False,False,False,False,True,False,False,False,False,NN
1,True,water,3,9,5,False,False,False,False,True,1,tea,False,False,False,False,False,False,True,False,False,False,False,NN,coffee,False,False,False,False,False,False,True,False,False,False,False,NN,station,False,False,False,False,False,False,True,False,False,False,False,NN,is,False,False,False,False,False,False,False,False,False,False,True,VBZ
1,False,self-service,8,9,0,False,False,False,False,True,1,for,False,False,False,False,False,False,False,False,True,False,False,IN,well-stocked,False,True,False,False,False,False,False,False,False,False,False,JJ,,,,,,,,,,,,,,,,,,,,,,,,,,
1,False,coffee tea,1,9,7,False,False,False,False,True,2,a,True,False,True,False,False,False,False,False,False,False,False,DT,,,,,,,,,,,,,,water,False,False,False,False,False,False,True,False,False,False,False,NN,station,False,False,False,False,False,False,True,False,False,False,False,NN
1,False,tea water,2,9,6,False,False,False,False,True,2,coffee,False,False,False,False,False,False,True,False,False,False,False,NN,a,True,False,True,False,False,False,False,False,False,False,False,DT,station,False,False,False,False,False,False,True,False,False,False,False,NN,is,False,False,False,False,False,False,False,False,False,False,True,VBZ
1,False,coffee tea water,1,9,7,False,False,False,False,True,3,a,True,False,True,False,False,False,False,False,False,False,False,DT,,,,,,,,,,,,,,station,False,False,False,False,False,False,True,False,False,False,False,NN,is,False,False,False,False,False,False,False,False,False,False,True,VBZ
1,False,pumpkin,4,12,7,False,False,True,False,True,1,gluten-free,False,True,False,False,False,False,False,False,False,False,False,JJ,the,False,False,True,False,False,False,False,False,False,False,False,DT,pancakes,False,False,False,True,False,False,True,False,False,False,False,NN,and,False,False,False,False,False,False,False,False,True,False,False,CC
1,False,pancakes,5,12,6,False,False,True,False,True,1,pumpkin,False,False,False,True,False,False,True,False,False,False,False,NN,gluten-free,False,True,False,False,False,False,False,False,False,False,False,JJ,and,False,False,False,False,False,False,False,False,True,False,False,CC,john,True,False,False,False,False,False,True,False,False,False,False,NNP
1,False,John,7,12,4,False,True,False,False,True,1,and,False,False,False,False,False,False,False,False,True,False,False,CC,pancakes,False,False,False,True,False,False,True,False,False,False,False,NN,had,False,False,False,False,False,False,False,False,False,False,True,VB,a,False,False,True,False,False,False,False,False,False,False,False,DT
1,False,breakfast,10,12,1,False,False,False,False,True,1,a,False,False,True,False,False,False,False,False,False,False,False,DT,had,False,False,False,False,False,False,False,False,False,False,True,VB,sandwich,False,False,False,True,False,False,True,False,False,False,False,NN,,,,,,,,,,,,,
1,False,sandwich,11,12,0,False,False,True,False,True,1,breakfast,False,False,False,False,False,True,True,False,False,False,False,NN,a,False,False,True,False,False,False,False,False,False,False,False,DT,,,,,,,,,,,,,,,,,,,,,,,,,,
1,False,gluten-free pumpkin,3,12,8,True,False,True,False,True,2,the,False,False,True,False,False,False,False,False,False,False,False,DT,had,False,False,False,False,False,False,False,False,False,False,True,VB,pancakes,False,False,False,True,False,False,True,False,False,False,False,NN,and,False,False,False,False,False,False,False,False,True,False,False,CC
1,False,pumpkin pancakes,4,12,7,False,False,True,False,True,2,gluten-free,False,True,False,False,False,False,False,False,False,False,False,JJ,the,False,False,True,False,False,False,False,False,False,False,False,DT,and,False,False,False,False,False,False,False,False,True,False,False,CC,john,True,False,False,False,False,False,True,False,False,False,False,NNP
1,True,breakfast sandwich,10,12,1,False,False,True,False,True,2,a,False,False,True,False,False,False,False,False,False,False,False,DT,had,False,False,False,False,False,False,False,False,False,False,True,VB,,,,,,,,,,,,,,,,,,,,,,,,,,
1,True,gluten-free pumpkin pancakes,3,12,8,True,False,True,False,True,3,the,False,False,True,False,False,False,False,False,False,False,False,DT,had,False,False,False,False,False,False,False,False,False,False,True,VB,and,False,False,False,False,False,False,False,False,True,False,False,CC,john,True,False,False,False,False,False,True,False,False,False,False,NNP
1,True,pancakes,3,9,5,False,False,True,False,True,1,my,False,False,False,False,False,False,False,False,False,True,False,PRP$,loved,False,True,False,False,False,False,False,False,False,False,False,VBD,and,False,False,False,False,False,False,False,False,True,False,False,CC,the,False,False,True,False,False,False,False,False,False,False,False,DT
1,False,maple,7,9,1,False,False,True,False,True,1,real,False,True,False,False,True,False,False,False,False,False,False,JJ,the,False,False,True,False,False,False,False,False,False,False,False,DT,syrup,False,False,False,False,False,False,True,False,False,False,False,NN,,,,,,,,,,,,,
1,False,syrup,8,9,0,False,False,False,False,True,1,maple,False,False,False,True,False,False,True,False,False,False,False,NN,real,False,True,False,False,True,False,False,False,False,False,False,JJ,,,,,,,,,,,,,,,,,,,,,,,,,,
1,False,real maple,6,9,2,True,False,True,True,True,2,the,False,False,True,False,False,False,False,False,False,False,False,DT,and,False,False,False,False,False,False,False,False,True,False,False,CC,syrup,False,False,False,False,False,False,True,False,False,False,False,NN,,,,,,,,,,,,,
1,True,maple syrup,7,9,1,False,False,True,False,True,2,real,False,True,False,False,True,False,False,False,False,False,False,JJ,the,False,False,True,False,False,False,False,False,False,False,False,DT,,,,,,,,,,,,,,,,,,,,,,,,,,
1,False,real maple syrup,6,9,2,True,False,True,True,True,3,the,False,False,True,False,False,False,False,False,False,False,False,DT,and,False,False,False,False,False,False,False,False,True,False,False,CC,,,,,,,,,,,,,,,,,,,,,,,,,,
1,True,breakfast,1,3,1,False,False,False,False,True,1,great,True,False,False,False,False,False,True,False,False,False,False,NNP,,,,,,,,,,,,,,!,True,False,False,False,False,False,False,False,False,False,False,.,,,,,,,,,,,,,
